Date,Open,High,Low,Close,Volume,Change Pct
2020-01-01,8772.0,8783.62,8769.75,8776.38,0,0.28
2020-01-02,8776.75,8901.5,8769.5,8891.75,416637,1.31
2020-01-03,8895.5,8907.25,8735.25,8810.0,599887,-0.92
2020-01-06,8772.25,8873.0,8723.0,8847.5,469514,0.43
2020-01-07,8853.25,8894.75,8825.75,8853.0,510004,0.06
2020-01-08,8841.5,8972.25,8678.0,8944.5,723085,1.03
2020-01-09,8948.75,9022.25,8932.5,9009.0,457262,0.72
2020-01-10,9010.0,9055.5,8966.25,8978.25,472166,-0.34
2020-01-13,8979.0,9095.5,8979.0,9088.25,380440,1.23
2020-01-14,9087.75,9114.75,9035.0,9062.5,553343,-0.28
2020-01-15,9062.0,9096.0,9023.0,9060.0,497100,-0.03
2020-01-16,9061.75,9140.25,9061.5,9133.5,397881,0.81
2020-01-17,9137.0,9189.25,9130.0,9174.5,438669,0.45
2020-01-20,9184.88,9187.0,9160.62,9169.88,0,-0.05
2020-01-21,9174.0,9199.75,9114.75,9169.75,532160,-0.0
2020-01-22,9179.5,9254.0,9174.25,9195.75,519015,0.28
2020-01-23,9190.0,9253.5,9151.75,9248.25,616950,0.57
2020-01-24,9252.0,9287.25,9109.5,9144.5,758796,-1.12
2020-01-27,9077.0,9077.0,8925.5,8954.5,792705,-2.08
2020-01-28,8952.5,9136.25,8952.5,9105.25,632550,1.68
2020-01-29,9119.5,9158.75,9072.25,9098.5,578408,-0.07
2020-01-30,9111.25,9240.0,9003.5,9216.25,846585,1.29
2020-01-31,9226.5,9248.75,8966.0,8997.75,898384,-2.37
2020-02-03,8982.75,9155.75,8975.0,9114.25,680726,1.29
2020-02-04,9099.0,9369.25,9073.0,9355.0,563913,2.64
2020-02-05,9357.0,9462.75,9317.75,9381.5,729548,0.28
2020-02-06,9390.0,9464.0,9362.5,9455.5,545054,0.79
2020-02-07,9467.0,9471.0,9385.0,9409.5,592695,-0.49
2020-02-10,9401.5,9531.5,9330.75,9527.5,500147,1.25
2020-02-11,9525.0,9609.5,9501.25,9527.25,589570,-0.0
2020-02-12,9536.25,9628.25,9523.75,9625.75,454472,1.03
2020-02-13,9621.5,9644.75,9511.25,9613.0,613580,-0.13
2020-02-14,9626.25,9659.25,9588.0,9632.25,489387,0.2
2020-02-16,9630.25,9668.5,9630.25,9663.62,0,0.33
2020-02-17,9663.0,9687.0,9580.12,9603.0,0,-0.63
2020-02-18,9635.0,9687.5,9534.25,9636.0,668505,0.34
2020-02-19,9643.25,9748.75,9641.25,9733.5,419130,1.01
2020-02-20,9744.75,9763.0,9517.0,9624.25,802424,-1.12
2020-02-21,9617.25,9623.75,9411.5,9458.0,911839,-1.73
2020-02-24,9355.25,9365.0,9041.25,9091.0,1171879,-3.88
2020-02-25,9091.0,9224.25,8810.0,8854.25,1344897,-2.6
2020-02-26,8868.25,9037.5,8709.5,8850.25,1251412,-0.05
2020-02-27,8811.5,8878.5,8334.25,8382.75,1580041,-5.28
2020-02-28,8347.0,8574.75,8126.25,8454.0,1527204,0.85
2020-03-02,8349.25,8883.25,8224.25,8791.25,1373357,3.99
2020-03-03,8830.5,9002.5,8511.0,8582.5,1295648,-2.37
2020-03-04,8557.5,8950.0,8508.25,8896.5,939032,3.66
2020-03-05,8889.0,8899.75,8610.75,8648.75,954104,-2.78
2020-03-06,8677.0,8726.5,8310.5,8503.25,1097279,-1.68
2020-03-09,8369.0,8375.0,7820.0,7951.5,560913,-6.49
2020-03-10,7893.75,8378.75,7814.25,8331.5,982070,4.78
2020-03-11,8317.0,8334.25,7892.75,8003.5,990236,-3.94
2020-03-12,7998.75,8108.0,7128.5,7215.25,876291,-9.85
2020-03-13,7100.0,7978.0,6942.5,7915.75,584274,9.71
2020-03-16,7903.0,7905.25,6927.0,7057.5,307368,-10.84
