Date,Open,High,Low,Close,Volume,Change Pct
2020-04-29,116.5,119.59,115.5,118.64,91831856,2.54
2020-04-30,120.99,123.75,119.8,123.7,190692224,4.27
2020-05-01,116.84,118.12,112.91,114.3,195452096,-7.6
2020-05-04,112.82,116.35,112.82,115.8,97318520,1.31
2020-05-05,117.0,117.55,115.36,115.89,64849920,0.08
2020-05-06,116.47,117.87,116.0,117.56,62356280,1.44
2020-05-07,118.74,118.8,117.16,118.38,67928224,0.7
2020-05-08,118.61,119.36,117.85,118.98,64224560,0.51
2020-05-11,118.73,120.98,118.61,120.45,65184620,1.24
2020-05-12,120.59,120.95,117.75,117.85,61498320,-2.16
2020-05-13,118.34,120.39,116.89,118.4,95658384,0.47
2020-05-14,118.05,119.57,117.66,119.44,72962560,0.88
2020-05-15,118.43,120.55,117.82,120.49,84699024,0.88
2020-05-18,120.22,121.65,119.2,121.31,87331440,0.68
2020-05-19,121.49,124.25,121.45,122.47,86409960,0.96
2020-05-20,123.89,125.0,123.36,124.9,79962864,1.98
2020-05-21,125.0,126.27,122.13,122.34,102288064,-2.05
2020-05-22,122.75,123.49,121.51,121.84,57341580,-0.41
2020-05-26,122.9,123.1,120.7,121.09,71363056,-0.62
2020-05-27,120.25,120.68,116.5,120.52,101138896,-0.47
2020-05-28,119.22,121.85,118.91,120.06,63862720,-0.38
2020-05-29,120.8,122.12,119.91,122.12,70586576,1.72
2020-06-01,122.4,123.85,122.21,123.55,58760640,1.17
2020-06-02,123.35,123.68,122.27,123.62,50598060,0.06
2020-06-03,123.4,124.4,123.06,123.92,53420480,0.24
2020-06-04,123.87,125.38,122.5,123.03,58974200,-0.72
2020-06-05,122.23,124.43,121.86,124.15,66128900,0.91
2020-06-08,125.01,126.5,124.37,126.2,79413080,1.65
2020-06-09,126.47,131.32,126.25,130.04,103519000,3.04
2020-06-10,132.25,136.12,131.31,132.37,98920624,1.79
2020-06-11,130.18,133.57,126.81,127.9,116002144,-3.38
2020-06-12,130.06,131.07,125.17,127.25,108722544,-0.51
2020-06-15,126.33,129.2,125.4,128.63,77466704,1.08
2020-06-16,131.0,131.0,128.8,130.76,71912976,1.66
2020-06-17,132.38,132.75,131.59,132.05,59186320,0.99
2020-06-18,132.35,132.98,131.81,132.7,49755480,0.49
2020-06-19,133.9,134.87,132.95,133.75,115539264,0.79
2020-06-22,134.22,135.75,133.45,135.69,64175600,1.45
2020-06-23,136.3,139.16,135.9,138.22,84634144,1.86
2020-06-24,139.0,139.8,136.05,136.72,90532096,-1.09
2020-06-25,136.98,137.81,135.61,137.73,59373140,0.74
2020-06-26,138.75,139.13,134.4,134.64,130015680,-2.24
2020-06-29,134.5,134.84,131.5,134.02,84468440,-0.46
2020-06-30,134.25,138.48,133.75,137.94,75393720,2.92
2020-07-01,137.9,144.75,137.7,143.94,127268784,4.35
2020-07-02,145.6,147.78,143.56,144.51,131867744,0.4
2020-07-06,146.75,152.99,146.5,152.85,137612832,5.77
2020-07-07,152.93,153.48,149.5,150.01,105150280,-1.86
2020-07-08,151.13,154.2,150.62,154.06,100752704,2.7
2020-07-09,155.8,159.69,153.7,159.13,127773184,3.29
2020-07-10,159.59,160.75,156.78,160.0,109719640,0.55
2020-07-13,162.55,167.21,153.42,155.2,154408400,-3.0
2020-07-14,154.45,156.37,147.5,154.2,144638656,-0.64
2020-07-15,154.01,154.92,148.66,150.44,115777480,-2.44
2020-07-16,148.55,151.6,145.91,150.0,127884920,-0.29
2020-07-17,150.45,151.2,147.42,148.1,95226384,-1.27
2020-07-20,150.01,160.07,149.7,159.84,151963520,7.93
2020-07-21,161.62,162.03,155.29,156.91,122699296,-1.83
2020-07-22,156.25,157.5,153.26,155.0,82084496,-1.22
2020-07-23,154.91,154.91,148.5,149.33,113138120,-3.66
2020-07-24,146.5,151.58,144.4,150.45,112648256,0.75
2020-07-27,153.1,154.9,150.79,152.76,83409840,1.54
2020-07-28,152.71,153.85,149.79,150.02,62533020,-1.79
2020-07-29,151.55,151.96,149.84,151.68,59481200,1.11
2020-07-30,150.7,154.6,150.25,152.59,122565296,0.6
2020-07-31,162.2,162.34,157.55,158.23,161667376,3.7
2020-08-03,159.03,159.2,155.2,155.59,101493264,-1.67
2020-08-04,155.06,158.36,155.06,156.94,93885880,0.87
2020-08-05,157.19,160.68,156.37,160.25,78600496,2.11
2020-08-06,159.72,162.37,158.27,161.25,78812040,0.62
2020-08-07,161.2,162.04,157.03,158.37,78722544,-1.79
2020-08-10,158.52,158.63,155.08,157.41,63345480,-0.61
2020-08-11,155.66,157.96,153.65,154.03,74361136,-2.15
2020-08-12,155.4,158.72,155.07,158.11,70544576,2.65
2020-08-13,159.15,160.88,157.75,158.05,62980860,-0.04
2020-08-14,158.91,158.91,156.0,157.4,55034460,-0.41
2020-08-17,158.66,159.75,157.71,159.12,53824740,1.09
2020-08-18,160.6,166.0,160.29,165.62,106919480,4.08
2020-08-19,165.15,165.79,162.8,163.02,83702736,-1.57
2020-08-20,162.6,165.63,161.9,164.87,66649560,1.13
2020-08-21,164.75,165.72,163.77,164.24,71517240,-0.38
2020-08-24,165.51,169.02,162.88,165.37,93325160,0.69
2020-08-25,164.75,167.87,163.35,167.32,79856840,1.18
2020-08-26,167.56,172.59,167.23,172.09,130174864,2.85
2020-08-27,172.5,172.65,168.9,170.0,85295904,-1.21
2020-08-28,171.15,171.67,169.32,170.09,57939560,0.05
2020-08-31,170.45,174.75,170.25,172.55,83717696,1.45
2020-09-01,174.48,175.69,173.35,174.96,69528144,1.4
2020-09-02,177.35,177.61,174.33,176.57,78629520,0.92
2020-09-03,174.25,174.42,165.15,168.4,163222256,-4.63
2020-09-04,165.9,169.07,155.56,164.73,175635072,-2.18
2020-09-08,157.2,162.54,156.5,157.49,121884096,-4.4
2020-09-09,160.15,165.16,159.25,163.43,103773504,3.77
2020-09-10,165.36,167.49,158.53,158.76,106614816,-2.86
2020-09-11,160.43,160.87,154.2,155.81,101879640,-1.86
2020-09-14,158.65,159.37,154.8,155.15,90591920,-0.42
2020-09-15,156.81,158.75,155.45,157.81,80430704,1.71
2020-09-16,159.0,159.36,153.71,153.91,90623776,-2.47
2020-09-17,150.46,151.47,148.63,150.44,128981000,-2.25
2020-09-18,151.59,151.89,145.28,147.75,177851600,-1.79
2020-09-21,145.32,148.1,143.55,148.02,122358496,0.18
2020-09-22,151.69,156.7,150.01,156.45,138976320,5.7
2020-09-23,156.02,156.35,149.62,149.99,113053296,-4.13
2020-09-24,148.89,153.47,148.25,150.99,110587840,0.67
2020-09-25,152.74,155.08,149.95,154.76,92304040,2.5
2020-09-28,157.44,158.75,155.86,158.7,84483296,2.55
2020-09-29,158.77,159.41,156.63,157.24,70067960,-0.92
2020-09-30,157.06,160.64,156.7,157.44,97922016,0.13
2020-10-01,160.4,161.2,158.6,161.06,99438440,2.3
2020-10-02,157.68,159.79,156.15,156.25,112261960,-2.99
2020-10-05,157.29,160.13,157.04,159.96,75506640,2.37
2020-10-06,158.25,159.1,154.5,155.0,101737136,-3.1
2020-10-07,156.75,160.0,156.62,159.78,86188784,3.08
2020-10-08,161.25,161.66,158.75,159.53,63482280,-0.16
2020-10-09,160.5,164.45,159.89,164.33,98157424,3.01
2020-10-12,167.5,174.81,166.98,172.15,167283968,4.76
2020-10-13,173.4,174.62,171.21,172.18,114893936,0.02
2020-10-14,172.35,173.24,167.0,168.19,116578320,-2.32
2020-10-15,164.6,167.79,164.0,166.93,104468960,-0.75
2020-10-16,168.16,169.98,158.0,163.64,129487056,-1.97
2020-10-19,164.98,166.45,159.64,160.36,104472520,-2.0
2020-10-20,161.11,163.3,159.6,160.85,90193560,0.31
2020-10-21,160.62,161.69,158.0,159.25,91854720,-0.99
2020-10-22,159.49,159.94,156.1,158.82,84240096,-0.27
2020-10-23,159.55,160.27,157.0,160.22,69333744,0.88
2020-10-26,159.94,164.15,157.66,160.35,118023024,0.08
2020-10-27,161.25,164.58,160.56,164.32,85820944,2.48
2020-10-28,162.47,163.2,158.12,158.14,111766600,-3.76
2020-10-29,160.06,162.86,158.2,160.55,131930576,1.52
2020-10-30,157.89,158.35,150.95,151.81,167921616,-5.44
2020-11-02,153.09,153.99,147.51,150.22,145147008,-1.05
2020-11-03,150.93,153.75,149.05,152.42,97957600,1.46
2020-11-04,158.0,162.24,156.99,162.06,136780816,6.32
2020-11-05,166.0,168.34,164.44,166.1,115785696,2.49
2020-11-06,165.23,166.1,161.6,165.57,92946600,-0.32
2020-11-09,161.55,164.45,155.61,157.19,143808128,-5.06
2020-11-10,154.75,155.7,150.97,151.75,131819120,-3.46
2020-11-11,153.09,156.96,152.5,156.87,87338464,3.37
2020-11-12,158.0,158.79,154.3,155.51,87424160,-0.87
2020-11-13,156.1,157.09,154.27,156.44,75251744,0.6
2020-11-16,154.66,157.13,153.63,156.55,76173520,0.07
2020-11-17,159.18,159.46,156.76,156.78,68894704,0.15
2020-11-18,156.7,157.0,155.25,155.27,58336720,-0.96
2020-11-19,155.27,156.25,154.05,155.85,60205400,0.37
2020-11-20,155.85,156.64,154.9,154.97,67602760,-0.56
2020-11-23,155.83,156.99,153.27,154.92,94177744,-0.03
2020-11-24,155.03,156.71,154.31,155.9,72042040,0.63
2020-11-25,157.09,159.9,157.01,159.25,75808064,2.15
2020-11-27,160.56,160.81,159.5,159.77,47857340,0.33
2020-11-30,160.42,161.42,156.28,158.4,81278320,-0.86
2020-12-01,159.43,162.45,157.86,161.0,90887640,1.64
2020-12-02,161.08,161.6,158.66,160.18,62586080,-0.51
2020-12-03,160.27,161.43,159.07,159.34,57840780,-0.52
2020-12-04,159.91,159.91,157.94,158.13,58272220,-0.76
2020-12-07,157.82,159.04,157.08,157.9,55026320,-0.15
2020-12-08,157.94,159.21,156.0,158.86,65726060,0.61
2020-12-09,158.39,158.72,154.4,155.21,82016720,-2.3
2020-12-10,154.45,157.1,153.8,155.07,60603720,-0.09
2020-12-11,154.83,155.93,153.64,155.82,61293900,0.48
2020-12-14,157.15,159.52,156.3,157.85,83115880,1.3
2020-12-15,159.05,159.42,156.52,158.26,66473720,0.26
2020-12-16,158.8,162.35,158.18,162.05,88552320,2.39
2020-12-17,162.5,163.18,161.05,161.8,69486944,-0.15
2020-12-18,162.2,162.47,158.58,160.08,119914256,-1.06
2020-12-21,160.0,161.35,158.3,160.31,76736920,0.14
2020-12-22,160.14,161.1,159.0,160.33,47635620,0.01
2020-12-23,160.25,160.51,159.21,159.26,41875740,-0.67
2020-12-24,159.69,160.1,158.45,158.63,29038340,-0.4
2020-12-28,159.7,165.2,158.63,164.2,113735744,3.51
2020-12-29,165.5,167.53,164.06,166.1,97458656,1.16
2020-12-30,167.05,167.1,164.12,164.29,64186200,-1.09
2020-12-31,163.75,164.15,162.06,162.85,59144120,-0.88
2021-01-04,163.5,163.6,157.2,159.33,88228976,-2.16
2021-01-05,158.3,161.17,158.25,160.93,53110960,1.0
2021-01-06,157.32,159.88,156.56,156.92,87896304,-2.49
2021-01-07,157.85,160.43,157.75,158.11,70290896,0.76
2021-01-08,159.0,159.53,157.11,159.13,70754880,0.65
2021-01-11,157.4,157.82,155.5,155.71,73381904,-2.15
2021-01-12,156.0,157.11,154.3,156.04,70291640,0.21
2021-01-13,156.42,159.5,156.1,158.29,66424880,1.44
2021-01-14,158.38,158.9,156.03,156.37,61418380,-1.21
2021-01-15,156.15,157.13,154.76,155.21,84879904,-0.74
2021-01-19,155.35,157.25,154.8,156.04,66102840,0.53
2021-01-20,159.1,163.99,158.75,163.17,106196704,4.57
2021-01-21,164.65,167.43,164.48,165.35,98901024,1.34
2021-01-22,165.22,166.1,164.16,164.61,56438280,-0.45
2021-01-25,166.43,168.19,162.16,164.7,74995160,0.05
2021-01-26,164.82,166.9,164.14,166.31,59104700,0.98
2021-01-27,167.07,167.33,160.35,161.63,93203160,-2.81
2021-01-28,161.75,165.08,161.43,161.88,62984560,0.15
2021-01-29,161.5,161.85,159.23,160.31,85871120,-0.97
2021-02-01,162.12,167.51,161.75,167.14,83204240,4.26
2021-02-02,169.0,171.39,168.06,169.0,141972736,1.11
2021-02-03,171.25,171.7,165.43,165.63,141775616,-1.99
2021-02-04,166.5,167.35,163.89,166.55,73413216,0.56
2021-02-05,165.95,168.85,165.14,167.61,72416160,0.64
2021-02-08,167.93,168.25,165.2,166.15,65147820,-0.87
2021-02-09,165.62,166.9,164.89,165.25,44070520,-0.54
2021-02-10,165.7,165.9,162.7,164.33,63031000,-0.56
2021-02-11,164.6,164.6,162.4,163.11,46028340,-0.74
2021-02-12,162.5,164.01,161.67,163.89,46706780,0.48
2021-02-16,162.7,165.41,162.68,163.45,51494420,-0.27
2021-02-17,163.18,166.05,162.97,165.43,66041980,1.21
2021-02-18,164.12,166.9,163.7,166.41,60672140,0.59
2021-02-19,166.41,166.68,162.29,162.5,86103680,-2.35
2021-02-22,160.41,161.62,158.61,159.04,70313584,-2.13
2021-02-23,156.35,160.24,154.68,159.72,93544440,0.43
2021-02-24,158.34,158.56,156.27,157.98,60225500,-1.09
2021-02-25,156.84,158.91,152.39,152.86,90676016,-3.24
2021-02-26,154.76,156.12,151.84,154.65,85518600,1.17
2021-03-01,156.39,157.48,154.9,157.31,54679260,1.72
2021-03-02,157.17,158.18,154.36,154.73,51915240,-1.64
2021-03-03,154.06,155.39,149.75,150.25,79774496,-2.9
2021-03-04,150.6,152.91,147.27,148.88,109631560,-0.91
2021-03-05,150.25,150.45,144.05,150.02,107771024,0.77
2021-03-08,150.75,153.23,147.57,147.6,83700160,-1.61
2021-03-09,150.9,154.55,150.26,153.14,80600640,3.75
2021-03-10,154.92,155.82,151.5,152.88,60249780,-0.17
2021-03-11,155.2,156.59,154.15,155.68,55527820,1.83
2021-03-12,153.75,154.95,152.28,154.47,48437760,-0.78
2021-03-15,153.73,154.11,151.6,154.08,58371840,-0.25
2021-03-16,155.25,156.45,153.79,154.59,50775280,0.33
2021-03-17,153.66,158.65,153.51,156.79,62371680,1.42
2021-03-18,155.05,155.83,151.25,151.4,73140544,-3.44
2021-03-19,151.46,153.86,150.83,153.75,92507080,1.55
2021-03-22,153.39,156.33,153.0,155.54,58043580,1.16
2021-03-23,156.35,159.1,156.04,156.88,76345264,0.86
2021-03-24,157.55,158.02,154.26,154.35,59179620,-1.61
2021-03-25,153.65,155.49,151.86,152.31,71269376,-1.32
2021-03-26,152.2,152.83,149.8,152.6,66258480,0.19
2021-03-29,152.77,154.56,151.42,153.79,54919360,0.78
2021-03-30,153.5,153.65,151.7,152.76,46752060,-0.67
2021-03-31,153.2,155.97,153.12,154.7,61877920,1.27
2021-04-01,155.9,158.12,155.78,158.05,58806360,2.17
2021-04-05,158.65,161.8,158.06,161.34,66697640,2.08
2021-04-06,161.19,162.37,160.85,161.19,50756180,-0.09
2021-04-07,161.69,165.18,161.18,163.97,66924540,1.72
2021-04-08,165.54,166.22,164.6,164.97,56241800,0.61
2021-04-09,165.24,168.61,164.44,168.61,86829456,2.21
2021-04-12,167.76,169.75,167.56,168.97,65635960,0.21
2021-04-13,170.04,171.6,169.78,170.0,66316740,0.61
2021-04-14,170.2,170.21,166.3,166.65,62904080,-1.97
2021-04-15,168.55,169.85,167.6,168.95,64671600,1.38
2021-04-16,169.0,170.34,167.78,169.97,63720980,0.6
2021-04-19,169.52,171.8,168.01,168.6,54508100,-0.81
2021-04-20,168.68,169.15,165.8,166.73,52460640,-1.11
2021-04-21,165.8,168.14,165.19,168.1,44223320,0.82
2021-04-22,168.58,168.64,165.07,165.45,51611800,-1.58
2021-04-23,165.96,168.75,165.43,167.04,63933040,0.96
2021-04-26,167.4,171.42,166.55,170.45,97614160,2.04
2021-04-27,172.17,173.0,169.9,170.87,76542800,0.25
2021-04-28,171.74,174.49,171.25,172.93,92637680,1.21
2021-04-29,175.25,175.72,171.75,173.57,153647616,0.37
2021-04-30,176.26,177.7,173.12,173.37,140186912,-0.12
2021-05-03,174.24,174.33,168.64,169.32,117510600,-2.34
2021-05-04,167.81,168.4,163.61,165.59,108788976,-2.2
2021-05-05,166.94,167.73,163.22,163.53,74226160,-1.24
2021-05-06,163.5,165.72,162.36,165.32,88953920,1.09
2021-05-07,165.95,166.54,164.45,164.58,94205520,-0.45
2021-05-10,164.12,164.15,159.5,159.52,116772064,-3.07
2021-05-11,156.81,161.9,156.37,161.2,92395616,1.05
2021-05-12,159.25,160.4,156.66,157.6,98728200,-2.23
2021-05-13,159.27,160.19,156.65,158.07,67137536,0.3
2021-05-14,159.28,161.44,159.15,161.15,66500440,1.95
2021-05-17,162.3,164.64,161.73,163.52,74478496,1.47
2021-05-18,164.63,165.6,161.52,161.61,56567820,-1.17
2021-05-19,159.75,161.74,159.2,161.59,53594160,-0.01
2021-05-20,162.22,162.98,161.81,162.38,52663840,0.49
2021-05-21,162.5,162.83,159.85,160.15,82097640,-1.37
2021-05-24,160.78,162.9,160.52,162.25,48456260,1.31
2021-05-25,163.33,163.99,160.69,162.95,65222180,0.43
2021-05-26,163.73,164.79,162.93,163.26,47679720,0.19
2021-05-27,162.8,163.02,161.5,161.51,51223140,-1.07
2021-05-28,162.1,162.4,160.99,161.15,46630180,-0.22
2021-06-01,162.17,162.55,160.45,160.93,48600900,-0.14
2021-06-02,161.16,161.75,160.4,161.7,40290480,0.48
2021-06-03,160.21,160.72,159.2,159.35,47965860,-1.45
2021-06-04,160.6,161.05,159.94,160.31,44994980,0.6
2021-06-07,159.87,160.4,158.61,159.9,44315120,-0.26
2021-06-08,161.13,163.98,160.9,163.21,68334600,2.07
2021-06-09,163.64,164.88,163.53,164.06,49110600,0.52
2021-06-10,164.1,167.55,164.06,167.48,69529600,2.08
2021-06-11,167.48,168.33,166.67,167.34,56347040,-0.08
2021-06-14,167.34,169.25,166.78,169.19,51393100,1.11
2021-06-15,169.2,169.85,168.16,169.16,48524000,-0.02
2021-06-16,169.6,171.32,168.03,170.76,84055640,0.95
2021-06-17,170.16,174.86,170.05,174.46,102730624,2.17
2021-06-18,174.0,175.35,173.69,174.34,104954736,-0.07
2021-06-21,173.82,174.1,171.7,172.7,65542600,-0.94
2021-06-22,172.9,176.19,172.8,175.27,66901640,1.49
2021-06-23,175.25,176.05,174.16,175.19,56266820,-0.05
2021-06-24,175.38,176.24,171.54,172.45,76639984,-1.56
2021-06-25,173.2,173.24,169.71,170.07,78819936,-1.38
2021-06-28,170.8,172.4,170.68,172.19,44855860,1.25
2021-06-29,171.94,172.8,171.15,172.41,41968780,0.13
2021-06-30,172.05,173.58,171.75,172.01,48079840,-0.23
2021-07-01,171.73,172.85,170.47,171.65,40741060,-0.21
2021-07-02,172.58,175.59,171.85,175.55,63533940,2.27
2021-07-06,176.51,184.27,176.45,183.79,134895360,4.69
2021-07-07,185.87,186.71,183.95,184.83,106561240,0.57
2021-07-08,182.18,188.0,181.06,186.57,103612464,0.94
2021-07-09,186.13,187.4,184.67,185.97,74964736,-0.32
2021-07-12,187.2,187.86,184.84,185.93,51432700,-0.02
2021-07-13,185.1,188.65,183.57,183.87,76918336,-1.11
2021-07-14,185.44,185.88,183.04,184.08,65931360,0.11
2021-07-15,184.71,184.77,181.05,181.56,63705840,-1.37
2021-07-16,181.67,182.3,178.52,178.68,80874120,-1.59
2021-07-19,176.63,177.51,174.96,177.48,75691904,-0.67
2021-07-20,178.37,179.6,175.9,178.66,65113600,0.66
2021-07-21,178.82,179.32,177.18,179.26,46379780,0.34
2021-07-22,179.36,182.0,179.11,181.9,65307040,1.47
2021-07-23,182.0,183.31,181.1,182.83,48725840,0.51
2021-07-26,183.66,185.6,182.36,184.99,58001360,1.18
2021-07-27,184.93,184.93,179.31,181.32,82637800,-1.98
2021-07-28,181.69,182.92,180.05,181.52,59987560,0.11
2021-07-29,181.39,181.9,179.0,180.0,110399040,-0.84
2021-07-30,167.4,168.41,165.35,166.38,199311856,-7.57
2021-08-02,167.66,167.95,165.85,166.57,67078300,0.11
2021-08-03,167.04,169.55,164.99,168.31,83146864,1.04
2021-08-04,168.97,169.44,167.28,167.74,43678900,-0.34
2021-08-05,167.81,169.45,167.05,168.8,48670060,0.63
2021-08-06,168.75,168.75,166.45,167.25,52752880,-0.92
2021-08-09,167.18,167.74,166.43,167.09,42964400,-0.1
2021-08-10,167.25,167.9,165.75,166.03,48251020,-0.63
2021-08-11,166.57,166.88,163.89,164.61,58944980,-0.86
2021-08-12,164.5,165.73,163.48,165.18,46476460,0.35
2021-08-13,165.28,165.3,164.15,164.7,41133980,-0.29
2021-08-16,164.15,165.0,160.56,164.95,66569880,0.15
2021-08-17,163.88,164.02,161.28,162.1,67758440,-1.73
2021-08-18,162.1,162.7,160.0,160.06,56086220,-1.26
2021-08-19,159.7,161.65,159.12,159.39,75657240,-0.42
2021-08-20,160.19,160.39,158.79,160.0,67168560,0.38
2021-08-23,160.59,164.04,160.5,163.29,65362620,2.06
2021-08-24,164.0,165.77,163.73,165.29,51036820,1.22
2021-08-25,165.49,166.05,164.31,164.96,33606120,-0.2
2021-08-26,164.95,166.6,164.8,165.8,41975220,0.51
2021-08-27,166.66,167.62,165.69,167.48,48047380,1.01
2021-08-30,167.87,172.25,167.76,171.08,63844880,2.15
2021-08-31,171.24,173.63,169.78,173.54,87128256,1.44
2021-09-01,174.82,176.35,173.76,173.95,72598224,0.24
2021-09-02,174.74,175.6,172.75,173.16,58511880,-0.45
2021-09-03,172.6,174.13,171.82,173.9,51566480,0.43
2021-09-07,173.9,176.4,173.85,175.46,54823680,0.9
2021-09-08,175.58,177.28,174.78,176.28,61067280,0.47
2021-09-09,176.3,177.5,174.02,174.21,54384820,-1.17
2021-09-10,175.09,175.42,173.15,173.46,47945380,-0.43
2021-09-13,174.14,174.9,171.9,172.86,51380440,-0.35
2021-09-14,173.78,174.34,171.89,172.5,38737940,-0.21
2021-09-15,172.13,174.27,170.1,173.79,59150740,0.75
2021-09-16,173.0,174.63,172.31,174.41,51671960,0.36
2021-09-17,174.42,174.87,172.61,173.13,92331120,-0.73
2021-09-20,169.8,170.95,165.25,167.79,93382600,-3.08
2021-09-21,168.75,168.99,166.62,167.18,55617560,-0.36
2021-09-22,167.55,169.45,167.05,169.0,48228060,1.09
2021-09-23,169.0,171.45,169.0,170.8,47588280,1.07
2021-09-24,170.1,171.46,169.67,171.28,42324820,0.28
2021-09-27,168.57,170.78,166.98,170.29,72689000,-0.58
2021-09-28,167.89,168.46,164.51,165.8,88616384,-2.64
2021-09-29,166.11,167.56,164.89,165.06,51245360,-0.45
2021-09-30,165.8,166.39,163.7,164.25,56940660,-0.49
2021-10-01,164.45,165.46,162.8,164.16,56712340,-0.05
2021-10-04,163.97,164.0,158.81,159.49,90461136,-2.84
