,correlatoin,AAPL,MSFT,AMZN,GOOG,TSLA
2395,0.953725669987094,15,30,0,30,25
1849,0.95371053627564,10,40,0,25,25
5023,0.9536909990906773,40,10,5,20,25
5218,0.95368400476081,40,30,5,10,15
1015,0.9536836774737872,5,30,0,30,35
4960,0.9536683143100441,40,5,10,10,35
269,0.9536517630110847,0,25,0,35,40
2844,0.9536410852573001,20,15,0,40,25
2467,0.9536212888421001,15,35,0,40,10
1239,0.9535950296020983,5,45,5,0,45
5488,0.9535927644440987,45,15,10,5,25
2246,0.9535703586608841,15,20,0,35,30
5564,0.9535680974930123,45,25,10,0,20
2398,0.9535644279254666,15,30,0,45,10
3854,0.9535523496789214,30,0,5,25,40
734,0.9535465386791472,5,10,0,45,40
3064,0.9535374715494598,20,30,0,40,10
2995,0.9535240976636009,20,25,0,45,10
2530,0.953519099566117,15,40,0,35,10
1555,0.9535096777521043,10,20,0,35,35
493,0.9534899360764814,0,40,0,25,35
797,0.9534523596830317,5,15,0,40,40
3485,0.9534347971439258,25,15,0,45,15
3260,0.9534315703949171,25,0,5,25,45
2528,0.9534261038528626,15,40,0,25,20
3487,0.9534218674373571,25,15,5,15,40
1852,0.9534176555416334,10,40,0,40,10
4396,0.9534070948222652,35,0,5,25,35
3126,0.9534028301923742,20,35,0,30,15
3127,0.9533903440464035,20,35,0,35,10
2919,0.9533765007893429,20,20,0,35,25
3558,0.9533643539590607,25,20,0,40,15
4081,0.9533617391437017,30,15,5,15,35
3062,0.953357342806706,20,30,0,30,20
5278,0.9533564767632217,40,45,5,5,5
1915,0.9533557735520647,10,45,0,35,10
570,0.9533384813540143,0,45,0,40,15
1783,0.9533219802546742,10,35,0,45,10
3409,0.9533133903376091,25,10,0,45,20
4373,0.9533100486998738,30,45,5,0,20
4734,0.9533078479881382,35,25,5,10,25
2583,0.9533062384825972,15,45,0,25,15
1779,0.9532831932223572,10,35,0,25,30
342,0.9532778939135768,0,30,0,30,40
2584,0.9532501983896706,15,45,0,30,10
2846,0.9532078307129346,20,15,5,15,45
3484,0.953201709899079,25,15,0,40,20
3559,0.9532005710686059,25,20,0,45,10
5621,0.953200351257297,45,40,5,10,0
497,0.9531993270626241,0,40,0,45,15
866,0.9531967628328881,5,20,0,35,40
2464,0.9531685481875286,15,35,0,25,25
3628,0.9531658921582098,25,25,0,40,10
2321,0.9531425268969388,15,25,0,30,30
1090,0.9531357918084553,5,35,0,25,35
2028,0.953131736000068,15,5,0,45,35
3627,0.9531311072853418,25,25,0,35,15
5373,0.9531171742971736,45,5,10,10,30
2695,0.9531087788519286,20,5,0,45,30
4812,0.9531005640409892,35,35,5,5,20
1630,0.9530854313808786,10,25,0,30,35
3181,0.9530750681878373,20,40,0,30,10
1233,0.9530483796929573,5,45,0,20,30
4617,0.9530251604757368,35,15,5,15,30
1912,0.9530221665315923,10,45,0,20,25
5607,0.9530032207135882,45,35,5,10,5
81,0.9529940911761949,0,10,0,45,45
4878,0.9529938426100448,40,0,5,25,30
2097,0.9529852668504977,15,10,0,40,35
3691,0.9529693100364918,25,30,0,35,10
2768,0.9529583768100472,20,10,0,40,30
2992,0.9529412649925005,20,25,0,30,25
1237,0.9529276608910319,5,45,0,40,10
3557,0.9529263937351167,25,20,0,35,20
5264,0.9529242369027988,40,40,5,5,10
4159,0.9529217274954299,30,20,10,0,40
1349,0.9529099613099117,10,5,0,45,40
136,0.9528946830746073,0,15,0,40,45
3180,0.9528761892918577,20,40,0,25,15
5526,0.9528551245232048,45,20,5,15,15
3333,0.9528390821553491,25,5,0,45,25
5429,0.952815981806452,45,10,5,20,20
566,0.952809141164994,0,45,0,20,35
3569,0.9528068897787156,25,20,10,0,45
1168,0.9527979254139709,5,40,0,45,10
3125,0.9527898621866754,20,35,0,25,20
3128,0.9527781388037181,20,35,0,40,5
939,0.9527723267866318,5,25,0,30,40
1412,0.9527636088705669,10,10,0,40,40
4687,0.9527429261695276,35,20,10,0,35
3065,0.952737770641495,20,30,0,45,5
417,0.9527289661816539,0,35,0,25,40
2582,0.9527282387423464,15,45,0,20,20
3690,0.9527274740301669,25,30,0,30,15
3408,0.9526808923438062,25,10,0,40,25
2170,0.9526754940953106,15,15,0,35,35
2531,0.9526640479118582,15,40,0,40,5
3182,0.9526590022243628,20,40,0,35,5
3184,0.9526510929517045,20,40,5,0,35
2843,0.9526441083072144,20,15,0,35,30
4004,0.9526347241086572,30,10,0,45,15
199,0.9526344950778086,0,20,0,35,45
3629,0.952609159599915,25,25,0,45,5
3692,0.9526046066262336,25,30,0,40,5
3745,0.9526032043192,25,35,0,30,10
4078,0.9525941859793743,30,15,0,45,10
2585,0.9525866691525727,15,45,0,35,5
3225,0.9525838977712234,20,45,0,25,10
2468,0.9525834034873004,15,35,0,45,5
1848,0.9525484988334936,10,40,0,20,30
2394,0.9525370295013625,15,30,0,25,30
2533,0.9525239155585268,15,40,5,0,40
4077,0.9525088803328254,30,15,0,40,15
4147,0.9525070200555644,30,20,0,40,10
5183,0.9524957781980048,40,25,5,10,20
3792,0.9524894363426675,25,40,5,0,30
1705,0.9524841561114766,10,30,0,25,35
3626,0.95247991004736,25,25,0,30,20
3695,0.9524691895350089,25,30,5,5,35
1481,0.9524545514800326,10,15,0,35,40
678,0.9524460078059978,5,5,0,45,45
3067,0.9524410586325472,20,30,5,5,40
3746,0.9524391113685287,25,35,0,35,5
3930,0.952435127866075,30,5,5,20,40
2527,0.9524267054282151,15,40,0,20,25
5086,0.9524105509400189,40,15,5,15,25
1163,0.9524044995587454,5,40,0,20,35
5587,0.9524011336771195,45,30,5,10,10
4858,0.9523751647543292,35,45,5,0,15
3226,0.9523726989003852,20,45,0,30,5
3483,0.9523583101840435,25,15,0,35,25
3061,0.9523277797909496,20,30,0,25,25
3928,0.9523211989358269,30,5,0,45,20
3334,0.9523194437718091,25,5,5,20,45
5295,0.9523112943011302,45,0,5,25,25
733,0.9522960118850449,5,10,0,40,45
4472,0.952281263562877,35,5,5,20,35
5145,0.9522682802230177,40,20,10,0,30
1916,0.9522631823584682,10,45,0,40,5
4210,0.9522566063415495,30,25,0,35,10
4146,0.952218935687906,30,20,0,35,15
4268,0.9522128101904292,30,30,5,5,30
268,0.9522061555813652,0,25,0,30,45
4148,0.952197387198019,30,20,0,45,5
2245,0.9521949991775652,15,20,0,30,35
1014,0.9521715500567477,5,30,0,25,40
3224,0.9521649937321063,20,45,0,20,15
2918,0.9521585261761231,20,20,0,30,30
4003,0.9521513456338527,30,10,0,40,20
1853,0.9521469960781224,10,40,0,45,5
3744,0.9521457851438775,25,35,0,25,15
4211,0.9521433829681697,30,25,0,40,5
2399,0.9521310472426566,15,30,5,5,45
2625,0.9521281017988106,20,0,0,45,35
1854,0.9521108645119251,10,40,5,0,45
3790,0.9521050302092292,25,40,0,30,5
5244,0.9520832843984959,40,35,5,5,15
3789,0.9520598626094237,25,40,0,25,10
3179,0.9520370955544679,20,40,0,20,20
4346,0.9520367495775244,30,40,5,0,25
4554,0.9520352902144874,35,10,10,5,40
4013,0.9520230278427743,30,10,10,5,45
3259,0.9520157536027966,25,0,0,45,30
492,0.9519973778086952,0,40,0,20,40
1964,0.9519958145399138,15,0,0,45,40
571,0.9519941771115392,0,45,0,45,10
796,0.9519839445155541,5,15,0,35,45
1554,0.9519754081194161,10,20,0,30,40
3561,0.9519639561932708,25,20,5,10,40
4265,0.9519270506697991,30,30,0,35,5
2694,0.9519237979731189,20,5,0,40,35
4151,0.9518952070417646,30,20,5,10,35
4487,0.9518863974661107,35,5,15,0,45
3556,0.9518638690230397,25,20,0,30,25
4952,0.9518558646403302,40,5,5,20,30
3689,0.9518546477829765,25,30,0,25,20
4264,0.9518353629760415,30,30,0,30,10
4076,0.9518166124547652,30,15,0,35,20
3332,0.9518060162324938,25,5,0,40,30
2027,0.9517931707238092,15,5,0,40,40
4968,0.9517919324112035,40,5,15,0,40
5030,0.9517589844545906,40,10,10,5,35
4209,0.9517573538458628,30,25,0,30,15
2922,0.951755136843097,20,20,5,10,45
2463,0.9517462337846423,15,35,0,20,30
4543,0.9517060347505197,35,10,0,45,10
1778,0.9516982513410206,10,35,0,20,35
3747,0.951680014727409,25,35,0,40,0
4777,0.9516700355111897,35,30,5,5,25
5629,0.951668329490511,45,45,5,5,0
3693,0.9516602080029588,25,30,0,45,0
3852,0.9516569714804658,30,0,0,45,25
3183,0.9516557029361812,20,40,0,40,0
1911,0.9516219867979422,10,45,0,15,30
1293,0.9516212381744081,10,0,0,45,45
341,0.9516022137778101,0,30,0,25,45
3825,0.9515946221571486,25,45,0,25,5
3129,0.9515941906291903,20,35,0,45,0
4612,0.9515621027990303,35,15,0,40,10
3227,0.9515587549864076,20,45,0,35,0
2767,0.9515549796464465,20,10,0,35,35
4469,0.9515542549295383,35,5,0,45,15
4680,0.9515465778709328,35,20,5,10,30
4309,0.9515407769639378,30,35,0,30,5
3791,0.9515398936576079,25,40,0,35,0
2320,0.9515362907079344,15,25,0,25,35
3124,0.9515283904283677,20,35,0,20,25
5482,0.9515170498361172,45,15,5,15,20
4613,0.9515030271868519,35,15,0,45,5
865,0.9515024709132714,5,20,0,30,45
5530,0.951496395198776,45,20,10,0,25
2991,0.9514941106191412,20,25,0,25,30
2581,0.9514923924932737,15,45,0,15,25
1232,0.9514821128710661,5,45,0,15,35
4212,0.9514433187621102,30,25,0,45,0
3927,0.9514379955046582,30,5,0,40,25
3407,0.9514312131288963,25,10,0,35,30
1238,0.9514302334151005,5,45,0,45,5
5620,0.9514271723914872,45,40,5,5,5
2096,0.9514266020350339,15,10,0,35,40
4266,0.9514168118397355,30,30,0,40,0
1348,0.9514165295973445,10,5,0,40,45
5560,0.9513992218891567,45,25,5,10,15
5380,0.9513984788545,45,5,15,0,35
4676,0.9513951807435701,35,20,0,40,5
1089,0.9513868739156183,5,35,0,20,40
3788,0.9513783090895421,25,40,0,20,15
4542,0.9513688598144665,35,10,0,40,15
2586,0.95134448209148,15,45,0,40,0
3824,0.9513315037114569,25,45,0,20,10
1629,0.9513187251941053,10,25,0,25,40
4145,0.9513095225452722,30,20,0,30,20
4838,0.9512916212038434,35,40,5,0,20
4675,0.9512536437166788,35,20,0,35,10
2532,0.9512459696889207,15,40,0,45,0
4308,0.9512356238764565,30,35,0,25,10
3826,0.9512321919629074,25,45,0,30,0
4310,0.9512289560072187,30,35,0,35,0
5435,0.951192233615145,45,10,10,5,30
3625,0.9511900302470975,25,25,0,25,25
5365,0.9511576279769238,45,5,5,20,25
5277,0.9511455494424709,40,45,5,0,10
4730,0.9511236801370572,35,25,0,35,5
4263,0.9511165206551715,30,30,0,25,15
4006,0.951113283653562,30,10,5,15,40
3223,0.9510912788663999,20,45,0,15,20
565,0.9510754870051221,0,45,0,15,40
4002,0.9510534422385563,30,10,0,35,25
4393,0.9510505189361107,35,0,0,45,20
1411,0.9510485230969316,10,10,0,35,45
3743,0.951042940326601,25,35,0,20,20
4611,0.9510181372614214,35,15,0,35,15
2842,0.9510142838090243,20,15,0,30,35
3410,0.9510034652150428,25,10,5,15,45
4344,0.950976858551878,30,40,0,25,5
4546,0.9509501301168624,35,10,5,15,35
4677,0.9509435756288458,35,20,0,45,0
5139,0.9509164809229722,40,20,5,10,25
2169,0.9508887793272377,15,15,0,30,40
3482,0.9508839563876293,25,15,0,30,30
4345,0.9508721205220175,30,40,0,30,0
4731,0.9508662694110873,35,25,0,40,0
4401,0.9508648735611874,35,0,10,10,45
938,0.9508441844209571,5,25,0,25,45
5217,0.9508397428892958,40,30,5,5,20
4468,0.950818485494427,35,5,0,40,20
416,0.9508151623315158,0,35,0,20,45
4884,0.9507773367322133,40,0,10,10,40
5606,0.9507764551334511,45,35,5,5,10
4729,0.9507731261357386,35,25,0,30,10
2526,0.9507624754784008,15,40,0,15,30
1847,0.9507200844801936,10,40,0,15,35
2393,0.9506918279559068,15,30,0,20,35
4774,0.9506809542788164,35,30,0,30,5
3060,0.9506432928999049,20,30,0,20,30
3748,0.9506303379293201,25,35,5,0,35
4775,0.9506262473986203,35,30,0,35,0
4208,0.9506225282335597,30,25,0,25,20
1917,0.9506169980128916,10,45,0,45,0
3130,0.9506110474425002,20,35,5,0,40
3258,0.9505823365903803,25,0,0,40,35
2624,0.9505431033620421,20,0,0,40,40
4948,0.9505379569481459,40,5,0,45,10
3178,0.9505354114219275,20,40,0,15,25
5018,0.9505274067599251,40,10,0,45,5
5022,0.9505119977017714,40,10,5,15,30
1480,0.9505099321414794,10,15,0,30,45
4075,0.9504959080344528,30,15,0,30,25
4674,0.9504946096251129,35,20,0,30,15
1704,0.9504769998096818,10,30,0,20,40
4343,0.9504496623591304,30,40,0,20,10
4541,0.9504204043652033,35,10,0,35,20
3823,0.9504172777984694,25,45,0,15,15
1162,0.9504107076774008,5,40,0,15,40
5302,0.9504065761358691,45,0,10,10,35
3851,0.9503735694480661,30,0,0,40,30
4311,0.9503618409654658,30,35,5,0,30
5081,0.9503614896344543,40,15,0,40,5
4372,0.9503385796466215,30,45,0,25,0
5017,0.9503331575512955,40,10,0,40,10
3688,0.9503292071581486,25,30,0,20,25
2469,0.9503066277550596,15,35,5,0,45
2917,0.9502942828945352,20,20,0,25,35
4307,0.9502887679916563,30,35,0,20,15
3631,0.9502867781919065,25,25,5,5,40
1963,0.9502580479072925,15,0,0,40,45
5263,0.9502534392224268,40,40,5,0,15
4371,0.9502275255317605,30,45,0,20,5
4810,0.9502159128604535,35,35,0,30,0
4214,0.9502086424616223,30,25,5,5,35
4874,0.9501957320689999,40,0,0,45,15
2244,0.9501723089270286,15,20,0,25,40
5082,0.9501617874868068,40,15,0,45,0
3555,0.950156793965708,25,20,0,25,30
3331,0.9501506292971705,25,5,0,35,35
2693,0.9501151545383034,20,5,0,35,40
4773,0.9501129427821748,35,30,0,25,10
2996,0.950084052884581,20,25,5,5,45
4809,0.9500593500909457,35,35,0,25,5
3787,0.9500370916383647,25,40,0,15,20
5135,0.9500306599693479,40,20,0,35,5
5136,0.9500293428365678,40,20,0,40,0
5525,0.9500040674669521,45,20,5,10,20
1013,0.9500016295548533,5,30,0,20,45
5080,0.9499626249453206,40,15,0,35,10
4947,0.9499468265483436,40,5,0,40,15
3926,0.949934421945117,30,5,0,35,30
4392,0.9499151901771276,35,0,0,40,25
4395,0.949909973434304,35,0,5,20,40
4624,0.9499016777423277,35,15,10,0,40
4088,0.9498994187106607,30,15,10,0,45
3853,0.9498966629716066,30,0,5,20,45
4610,0.9498488654540752,35,15,0,30,20
4733,0.949847310809321,35,25,5,5,30
491,0.9498374623996798,0,40,0,15,45
2026,0.9498302161690609,15,5,0,35,45
4811,0.9498036619136141,35,35,5,0,25
5428,0.9497975812004219,45,10,5,15,25
1553,0.9497934061384021,10,20,0,25,45
4728,0.9497907300571431,35,25,0,25,15
4144,0.9497579259784602,30,20,0,25,25
4262,0.9497480350736796,30,30,0,20,20
5180,0.9497328777090984,40,25,0,35,0
5586,0.9497215844640284,45,30,5,5,15
4877,0.9496551588644634,40,0,5,20,35
2462,0.9496540467088412,15,35,0,15,35
4837,0.9496275816616936,35,40,0,25,0
5628,0.9496219263762404,45,45,5,0,5
5092,0.9496122755260337,40,15,10,0,35
3123,0.9495984814205249,20,35,0,15,30
4080,0.9495793197806552,30,15,5,10,40
2580,0.9495780869282481,15,45,0,10,30
3406,0.9495459777675409,25,10,0,30,35
1910,0.9495420189018826,10,45,0,10,35
5016,0.9495314457879492,40,10,0,35,15
5179,0.9495274009066121,40,25,0,30,5
2766,0.9495148699198044,20,10,0,30,40
3486,0.949476169297346,25,15,5,10,45
4370,0.9494697172453312,30,45,0,15,10
4467,0.9494648976813654,35,5,0,35,25
1777,0.9494427053926555,10,35,0,15,40
5134,0.9494188901844788,40,20,0,30,10
4616,0.9494061766094488,35,15,5,10,35
2990,0.9493875086038668,20,25,0,20,35
3222,0.9493411549738594,20,45,0,10,25
4001,0.9493217718032209,30,10,0,30,30
3742,0.9492737912479111,25,35,0,15,25
5360,0.9492725975131686,45,5,0,45,5
2319,0.9492697562461447,15,25,0,20,40
4342,0.9492664000587943,30,40,0,15,15
4808,0.949265434468314,35,35,0,20,10
5215,0.9492648413654683,40,30,0,30,0
4836,0.9492511562602628,35,40,0,20,5
3624,0.9492422337005386,25,25,0,20,30
1231,0.9492354563781012,5,45,0,10,40
2095,0.9492307057255868,15,10,0,30,45
4873,0.9492061665733944,40,0,0,40,20
5182,0.9492011908767481,40,25,5,5,25
5294,0.949130502337008,45,0,5,20,30
5424,0.9490995141651236,45,10,0,45,0
4673,0.9490963967305281,35,20,0,25,20
5290,0.9490925265658814,45,0,0,45,10
5423,0.9490445657095258,45,10,0,40,5
5487,0.9490293300611192,45,15,10,0,30
1088,0.9489673273678685,5,35,0,15,45
5085,0.9489547147354441,40,15,5,10,30
5243,0.9489546879466823,40,35,5,0,20
5079,0.9489421826501117,40,15,0,30,15
5619,0.9489223998406295,45,40,5,0,10
5478,0.9489077613861474,45,15,0,40,0
4772,0.948898906700905,35,30,0,20,15
4478,0.9488936791350386,35,5,10,5,45
1628,0.9488915538192667,10,25,0,20,45
4857,0.9488535057468044,35,45,0,20,0
5214,0.9488441220792501,40,30,0,25,5
4540,0.9488405957274523,35,10,0,30,25
4207,0.9488319900875639,30,25,0,20,25
3822,0.9488294048574545,25,45,0,10,20
5359,0.9488229567931541,45,5,0,40,10
4959,0.9487956712595407,40,5,10,5,40
3481,0.9487610302485611,25,15,0,25,35
4946,0.9487410189893566,40,5,0,35,20
2841,0.948734927674544,20,15,0,25,40
5178,0.9486944172051649,40,25,0,25,10
4306,0.9486784282944533,30,35,0,15,20
564,0.9486615710206138,0,45,0,10,45
5477,0.9486504387362653,45,15,0,35,5
5242,0.9486176037965993,40,35,0,25,0
5522,0.9485507536870096,45,20,0,35,0
4074,0.9485282467714851,30,15,0,25,30
3257,0.9485232000531474,25,0,0,35,40
4471,0.9485097086623241,35,5,5,15,40
3929,0.9485036972557,30,5,5,15,45
3850,0.948465688716201,30,0,0,35,35
2168,0.9484522338766962,15,15,0,25,45
2525,0.9484153875124841,15,40,0,10,35
5372,0.9484113136363987,45,5,10,5,35
5422,0.9483865289502875,45,10,0,35,10
3694,0.9483828830007005,25,30,5,0,40
3177,0.9483520901974104,20,40,0,10,30
2623,0.9483317588776996,20,0,0,35,45
4267,0.9482945724742365,30,30,5,0,35
3059,0.9482864780550356,20,30,0,15,35
5559,0.9482694484171639,45,25,5,5,20
4856,0.9482486294723735,35,45,0,15,5
5289,0.9482460554867344,45,0,0,40,15
4951,0.9482442581477241,40,5,5,15,35
5481,0.948223629309867,45,15,5,10,25
4835,0.9482229165325613,35,40,0,15,10
1846,0.9482083196698271,10,40,0,10,40
4892,0.9481905437978225,40,0,15,0,45
3066,0.9481871628261983,20,30,5,0,45
2392,0.9481736716992679,15,30,0,15,40
5133,0.9481715698476477,40,20,0,25,15
4391,0.9481572326240487,35,0,0,35,30
4727,0.9481554885848612,35,25,0,20,20
3687,0.9481327696703272,25,30,0,15,30
5015,0.9481014084050323,40,10,0,30,20
5521,0.9480827658811722,45,20,0,30,5
4369,0.9480417221553707,30,45,0,10,15
4609,0.9480349011618796,35,15,0,25,25
5557,0.948020998287012,45,25,0,30,0
3786,0.94801618088199,25,40,0,10,25
5310,0.9479818011032644,45,0,15,0,40
5241,0.9479731837276208,40,35,0,20,5
4776,0.9479198760309517,35,30,5,0,30
3330,0.9478568799220329,25,5,0,30,40
4150,0.9478258241197304,30,20,5,5,40
5605,0.9478146004853317,45,35,5,0,15
4807,0.9478115292918764,35,35,0,15,15
1703,0.947796968904846,10,30,0,15,45
3925,0.9477935434947432,30,5,0,30,35
3554,0.9477884032464293,25,20,0,20,35
5262,0.9477834795935777,40,40,0,20,0
5213,0.9477816271526668,40,30,0,20,10
5476,0.9477758483259594,45,15,0,30,10
2916,0.9477679738327576,20,20,0,20,40
5358,0.947762355382224,45,5,0,35,15
1161,0.9477338031431016,5,40,0,10,45
3560,0.9477301744179504,25,20,5,5,45
4261,0.9477105818578198,30,30,0,15,25
5364,0.9477056158745816,45,5,5,15,30
2692,0.947667727670104,20,5,0,30,45
4679,0.9476419719113482,35,20,5,5,35
4872,0.9475964230785688,40,0,0,35,25
4143,0.9475464436714766,30,20,0,20,30
2243,0.9474874857958789,15,20,0,20,45
4466,0.9474756945310855,35,5,0,30,30
4341,0.9474061016635711,30,40,0,10,20
5556,0.9473340318615717,45,25,0,25,5
5584,0.9473109317635352,45,30,0,25,0
5078,0.947279950490306,40,15,0,25,20
5216,0.9472571995497304,40,30,5,0,25
5177,0.9472121044416068,40,25,0,20,15
5138,0.9471765773466141,40,20,5,5,30
5421,0.9471037938476662,45,10,0,30,15
4672,0.9470404011376864,35,20,0,20,25
4771,0.9470186205403945,35,30,0,15,20
3405,0.9470099976234448,25,10,0,25,40
3122,0.9469837222644927,20,35,0,10,35
5520,0.9469834622976078,45,20,0,25,10
4855,0.9469777077419915,35,45,0,10,10
2579,0.9469683262788702,15,45,0,5,35
4000,0.9469402192004276,30,10,0,25,35
5261,0.946906923254474,40,40,0,15,5
4945,0.9469019099800949,40,5,0,30,25
4005,0.946899127221841,30,10,5,10,45
4545,0.9468970783817063,35,10,5,10,40
3221,0.9468965697207097,20,45,0,5,30
2461,0.9468766189330972,15,35,0,10,40
2765,0.9468238116614823,20,10,0,25,45
3741,0.9468209109002753,25,35,0,10,30
5288,0.946782447003309,45,0,0,35,20
1909,0.9467663549927761,10,45,0,5,40
5276,0.9467547542861254,40,45,0,15,0
4553,0.946687047609034,35,10,10,0,45
5240,0.9466729251083709,40,35,0,15,10
3623,0.946620707920112,25,25,0,15,35
5021,0.9466203350774902,40,10,5,10,35
4539,0.9466124225926686,35,10,0,25,30
2989,0.9466066484561092,20,25,0,15,40
5029,0.9465777627670389,40,10,10,0,40
3821,0.9465488123775948,25,45,0,5,25
4834,0.9465209981722511,35,40,0,10,15
1776,0.946502258055867,10,35,0,10,45
5524,0.9464283385293067,45,20,5,5,25
5604,0.9464129442727051,45,35,0,20,0
5583,0.9463966812631568,45,30,0,20,5
4305,0.9463861991669108,30,35,0,10,25
4206,0.9463689549922235,30,25,0,15,30
2318,0.9463291404529762,15,25,0,15,45
5585,0.9463057258866876,45,30,5,0,20
1230,0.9462936164044938,5,45,0,5,45
5132,0.9462692328768363,40,20,0,20,20
5475,0.9462629951895999,45,15,0,25,15
5434,0.9461791434468166,45,10,10,0,35
5357,0.9460713800143649,45,5,0,30,20
5427,0.9460671570581615,45,10,5,10,30
5212,0.9460562746926143,40,30,0,15,15
5014,0.9460251721629819,40,10,0,25,25
5555,0.9460018849496495,45,25,0,20,10
3480,0.9459752918784173,25,15,0,20,40
4368,0.9459234887489538,30,45,0,5,20
3849,0.9459187566390994,30,0,0,30,40
4073,0.9458984292532576,30,15,0,20,35
4726,0.9458496798866644,35,25,0,15,25
4213,0.9458455058276024,30,25,5,0,40
3256,0.9458246823004464,25,0,0,30,45
2840,0.9457927844786612,20,15,0,20,45
4390,0.9457611881596582,35,0,0,30,35
3630,0.9457582186401811,25,25,5,0,45
4394,0.9457150448716037,35,0,5,15,45
4806,0.9456782903226316,35,35,0,10,20
4732,0.9456502080555553,35,25,5,0,35
5275,0.9456376842321466,40,45,0,10,5
4876,0.9456179574392971,40,0,5,15,40
4608,0.9455601147337389,35,15,0,20,30
3176,0.9454718169369598,20,40,0,5,35
4883,0.9454699917738473,40,0,10,5,45
2524,0.9453712053446718,15,40,0,5,40
5260,0.9453607292242354,40,40,0,10,10
4871,0.9453501873438876,40,0,0,30,30
5618,0.9453194061945028,45,40,0,15,0
3785,0.9452992123906206,25,40,0,5,30
5603,0.9452631453684608,45,35,0,15,5
5301,0.9452629911429269,45,0,10,5,40
5293,0.9452512264243302,45,0,5,15,35
3686,0.9452505787486407,25,30,0,10,35
3058,0.9452436140632039,20,30,0,10,40
5519,0.945232557749057,45,20,0,20,15
5420,0.945177663187201,45,10,0,25,20
5181,0.9451702724368826,40,25,5,0,30
4079,0.9450757276682759,30,15,5,5,45
4615,0.945064832161934,35,15,5,5,40
5176,0.9450618420822076,40,25,0,15,20
4854,0.9450197556999868,35,45,0,5,15
3924,0.9450016995537545,30,5,0,25,40
1845,0.9450000710879312,10,40,0,5,45
4260,0.9449883977705438,30,30,0,10,30
2391,0.9449698987704166,15,30,0,10,45
5077,0.9449589020201576,40,15,0,20,25
3329,0.944912049522462,25,5,0,25,45
4340,0.9448513875056741,30,40,0,5,25
4465,0.9448362977880898,35,5,0,25,35
5582,0.9448236240379388,45,30,0,15,10
