Date,Open,High,Low,Close,Volume,Change Pct
2020-06-12,65.33,65.87,60.84,62.35,251450864,-3.87
2020-06-15,61.19,66.59,60.57,66.06,235457904,5.95
2020-06-16,67.46,67.53,64.16,65.48,210766384,-0.88
2020-06-17,65.85,67.0,65.5,66.12,148362144,0.98
2020-06-18,66.87,67.95,66.3,66.93,146279184,1.23
2020-06-19,67.52,67.73,66.09,66.73,130196368,-0.3
2020-06-22,66.66,67.26,66.0,66.29,95435344,-0.66
2020-06-23,66.59,67.47,66.27,66.79,95479160,0.75
2020-06-24,66.27,66.73,63.54,64.06,164394064,-4.09
2020-06-25,63.62,65.73,62.48,65.73,138818368,2.61
2020-06-26,66.32,66.33,63.66,63.98,132823752,-2.66
2020-06-29,64.6,67.33,63.23,67.29,135396192,5.17
2020-06-30,67.1,72.51,66.92,71.99,253777776,6.98
2020-07-01,72.2,75.69,72.03,74.64,199903632,3.68
2020-07-02,81.43,81.87,79.04,80.58,258751984,7.96
2020-07-06,85.11,91.85,84.4,91.44,308548256,13.48
2020-07-07,93.67,95.3,89.11,92.66,322345248,1.33
2020-07-08,93.67,94.48,87.42,91.06,244669920,-1.73
2020-07-09,93.13,93.9,90.09,92.95,175764144,2.08
2020-07-10,93.07,103.26,91.73,102.98,350063648,10.79
2020-07-13,110.6,119.67,98.07,99.8,584780992,-3.09
2020-07-14,103.73,106.0,95.4,101.12,351272448,1.32
2020-07-15,102.87,103.33,97.13,103.07,245517680,1.93
2020-07-16,98.48,102.11,97.73,100.04,214511984,-2.94
2020-07-17,100.9,102.5,99.33,100.06,139949712,0.02
2020-07-20,101.27,110.0,99.2,109.53,256820768,9.46
2020-07-21,109.33,111.67,103.87,104.56,242359440,-4.54
2020-07-22,106.6,108.43,104.13,106.16,212416416,1.53
2020-07-23,111.93,112.6,98.72,100.87,364927936,-4.98
2020-07-24,94.4,97.67,91.1,94.47,290949536,-6.34
2020-07-27,95.67,103.2,94.2,102.64,240730272,8.65
2020-07-28,100.27,104.31,98.29,98.43,237130736,-4.1
2020-07-29,100.07,102.32,99.13,99.94,141403536,1.53
2020-07-30,99.2,100.88,98.07,99.17,114315696,-0.77
2020-07-31,101.0,101.14,94.73,95.38,183704576,-3.82
2020-08-03,96.61,100.65,96.29,99.0,132140320,3.8
2020-08-04,99.67,101.83,97.47,99.13,126224976,0.13
2020-08-05,99.53,99.99,97.89,99.0,74670296,-0.13
2020-08-06,99.39,101.15,98.48,99.31,89884784,0.31
2020-08-07,99.97,99.98,94.33,96.85,133446432,-2.48
2020-08-10,96.53,97.17,92.39,94.57,112834072,-2.35
2020-08-11,93.07,94.67,91.0,91.63,129387640,-3.11
2020-08-12,98.0,105.67,95.67,103.65,328482848,13.12
2020-08-13,107.4,110.08,104.48,108.07,306379936,4.26
2020-08-14,111.0,111.25,108.44,110.05,188664400,1.83
2020-08-17,111.8,123.06,111.52,122.38,303635136,11.2
2020-08-18,126.6,128.26,123.01,125.81,247117616,2.8
2020-08-19,124.33,127.4,122.75,125.24,183080144,-0.45
2020-08-20,124.05,134.8,123.8,133.46,309177248,6.56
2020-08-21,136.32,139.7,135.0,136.67,322343712,2.41
2020-08-24,141.75,141.93,128.5,134.28,300954624,-1.75
2020-08-25,131.66,135.2,131.2,134.89,159883552,0.45
2020-08-26,137.33,144.4,136.91,143.54,213590944,6.41
2020-08-27,145.36,153.04,142.83,149.25,355396000,3.98
2020-08-28,153.01,154.57,145.77,147.56,301217952,-1.13
2020-08-31,148.2,166.71,146.7,166.11,355123584,12.57
2020-09-01,167.38,167.5,156.84,158.35,270358528,-4.67
2020-09-02,159.66,159.68,135.04,149.12,288528672,-5.83
2020-09-03,135.74,143.93,134.0,135.67,262788528,-9.02
2020-09-04,134.27,142.67,124.01,139.44,330965984,2.78
2020-09-08,118.67,122.91,109.96,110.07,346397408,-21.06
2020-09-09,118.87,123.0,113.84,122.09,238397552,10.92
2020-09-10,128.74,133.0,120.19,123.78,254792080,1.38
2020-09-11,127.31,127.5,120.17,124.24,182152560,0.37
2020-09-14,126.98,140.0,124.43,139.87,249062080,12.58
2020-09-15,145.52,153.98,143.57,149.92,291894976,7.19
2020-09-16,146.62,152.6,145.1,147.25,217640496,-1.78
2020-09-17,138.53,145.93,136.0,141.14,230337712,-4.15
2020-09-18,149.31,150.33,142.93,147.38,259220720,4.42
2020-09-21,151.04,151.89,135.69,149.8,328430720,1.64
2020-09-22,143.2,145.92,139.2,141.41,238742624,-5.6
2020-09-23,135.05,137.38,125.29,126.79,285222816,-10.34
2020-09-24,121.27,133.17,117.1,129.26,289683488,1.95
2020-09-25,131.16,136.24,130.43,135.78,201625584,5.04
2020-09-28,141.54,142.69,138.52,140.4,149158832,3.4
2020-09-29,138.67,142.83,137.2,139.69,151024368,-0.51
2020-09-30,140.44,144.64,140.16,143.0,144436848,2.37
2020-10-01,146.92,149.63,144.81,149.39,152224512,4.47
2020-10-02,140.46,146.38,138.33,138.36,214290288,-7.38
2020-10-05,141.12,144.55,139.78,141.89,134168496,2.55
2020-10-06,141.26,142.93,135.35,137.99,147438928,-2.75
2020-10-07,139.96,143.3,137.95,141.77,129383256,2.74
2020-10-08,146.15,146.33,141.77,141.97,121263472,0.14
2020-10-09,143.38,144.86,142.15,144.67,86777056,1.9
2020-10-12,147.33,149.58,146.19,147.43,116373512,1.91
2020-10-13,147.78,149.63,145.53,148.88,103391096,0.98
2020-10-14,149.93,155.3,149.12,153.77,144136320,3.28
2020-10-15,150.1,152.19,147.5,149.63,107017168,-2.69
2020-10-16,151.48,151.98,146.28,146.56,98327736,-2.05
2020-10-19,148.75,149.0,142.96,143.61,108863640,-2.01
2020-10-20,143.92,143.92,139.68,140.65,94968960,-2.06
2020-10-21,140.9,144.32,140.42,140.88,97111480,0.16
2020-10-22,147.31,148.41,141.5,141.93,119979696,0.75
2020-10-23,140.61,140.96,135.79,140.21,101151040,-1.21
2020-10-26,137.21,141.92,136.67,140.09,84717568,-0.09
2020-10-27,141.25,143.5,140.03,141.56,68059584,1.05
2020-10-28,138.83,139.53,135.33,135.34,76354304,-4.39
2020-10-29,136.65,139.35,135.49,136.94,67965992,1.18
2020-10-30,135.63,135.86,126.37,129.35,127763048,-5.54
2020-11-02,131.33,135.66,130.77,133.5,87063440,3.21
2020-11-03,136.58,142.59,135.56,141.3,103055248,5.84
2020-11-04,143.54,145.13,139.03,140.33,96429264,-0.69
2020-11-05,142.77,146.67,141.33,146.03,85243656,4.06
2020-11-06,145.37,145.52,141.43,143.32,65118108,-1.86
2020-11-09,146.5,150.83,140.33,140.42,104499176,-2.02
2020-11-10,140.03,140.03,132.01,136.79,90852760,-2.59
2020-11-11,138.82,139.56,136.86,139.04,52073220,1.64
2020-11-12,138.35,141.0,136.51,137.25,59821560,-1.29
2020-11-13,136.95,137.51,133.89,136.17,59491112,-0.79
2020-11-16,136.31,137.48,134.7,136.03,80515984,-0.1
2020-11-17,153.39,154.0,144.34,147.2,183565024,8.21
2020-11-18,149.45,165.33,147.83,162.21,234132304,10.2
2020-11-19,164.0,169.54,162.52,166.42,187426224,2.6
2020-11-20,166.0,167.5,163.02,163.2,98735864,-1.93
2020-11-23,167.83,175.33,167.26,173.95,150781056,6.59
2020-11-24,180.13,186.66,175.4,185.13,160945648,6.43
2020-11-25,183.35,191.33,181.79,191.33,146790640,3.35
2020-11-27,193.72,199.59,192.82,195.25,112683344,2.05
2020-11-30,200.74,202.6,184.84,189.2,189009344,-3.1
2020-12-01,199.2,199.28,190.68,194.92,121148616,3.02
2020-12-02,185.48,190.51,180.4,189.61,143327104,-2.72
2020-12-03,196.67,199.66,194.14,197.79,127656136,4.31
2020-12-04,197.0,199.68,195.17,199.68,88204032,0.96
2020-12-07,201.64,216.26,201.02,213.92,168929296,7.13
2020-12-08,208.5,217.09,206.17,216.63,192795280,1.27
2020-12-09,217.9,218.11,196.0,201.49,213873776,-6.99
2020-12-10,191.46,209.25,188.78,209.02,201249664,3.74
2020-12-11,205.0,208.0,198.93,203.33,139425056,-2.72
2020-12-14,206.33,214.25,203.4,213.28,156122096,4.89
2020-12-15,214.43,215.63,207.93,211.08,135670816,-1.03
2020-12-16,209.41,210.83,201.67,207.59,126287568,-1.65
2020-12-17,209.4,219.61,206.5,218.63,168810608,5.32
2020-12-18,222.97,231.67,209.51,231.67,666379264,5.96
2020-12-21,222.08,222.83,215.36,216.62,174135968,-6.5
2020-12-22,216.0,216.63,204.74,213.45,155585088,-1.46
2020-12-23,210.73,217.17,207.52,215.33,99519016,0.88
2020-12-24,214.33,222.03,213.67,220.59,68596776,2.44
2020-12-28,224.84,227.13,220.27,221.23,96835776,0.29
2020-12-29,220.33,223.3,218.33,222.0,68732504,0.35
2020-12-30,224.0,232.2,222.79,231.59,128538192,4.32
2020-12-31,233.33,239.57,230.37,235.22,148949936,1.57
2021-01-04,239.82,248.16,239.06,243.26,145914720,3.42
2021-01-05,241.22,246.95,239.73,245.04,96735592,0.73
2021-01-06,252.83,258.0,249.7,251.99,134100032,2.84
2021-01-07,259.21,272.33,258.4,272.01,154496992,7.94
2021-01-08,285.33,294.83,279.46,293.34,225166816,7.84
2021-01-11,283.13,284.81,267.87,270.4,178662624,-7.82
2021-01-12,277.0,289.33,275.78,283.15,138812304,4.72
2021-01-13,284.25,286.82,277.33,284.8,99937584,0.58
2021-01-14,281.13,287.67,279.58,281.67,93799072,-1.1
2021-01-15,284.0,286.63,273.03,275.39,116332904,-2.23
2021-01-19,279.27,283.33,277.67,281.52,76101016,2.23
2021-01-20,286.25,286.5,279.09,283.48,76997728,0.7
2021-01-21,285.0,285.24,280.47,281.66,61794460,-0.64
2021-01-22,278.1,282.67,276.21,282.21,60199552,0.2
2021-01-25,285.0,300.13,279.61,293.6,123520312,4.04
2021-01-26,297.13,298.63,290.53,294.36,69394880,0.26
2021-01-27,290.12,297.17,286.22,288.05,82001944,-2.14
2021-01-28,273.33,282.67,267.0,278.48,79134224,-3.32
2021-01-29,276.67,280.8,260.03,264.51,104972368,-5.02
2021-02-01,271.43,280.67,265.19,279.94,76174232,5.83
2021-02-02,281.56,293.5,280.73,290.93,73038712,3.93
2021-02-03,292.34,292.69,284.35,284.9,55030584,-2.07
2021-02-04,285.0,285.5,277.81,283.33,47438032,-0.55
2021-02-05,281.67,288.26,279.66,284.08,55699968,0.26
2021-02-08,289.89,292.59,284.92,287.81,60485216,1.31
2021-02-09,285.04,286.6,280.58,283.15,45473000,-1.62
2021-02-10,281.21,281.61,266.67,268.27,108648376,-5.26
2021-02-11,270.81,276.63,267.24,270.55,64868324,0.85
2021-02-12,267.09,272.44,261.78,272.04,71305008,0.55
2021-02-16,272.67,273.67,264.15,265.41,59407032,-2.44
2021-02-17,259.7,266.61,254.0,266.05,78236776,0.24
2021-02-18,260.3,264.9,258.76,262.46,53871228,-1.35
2021-02-19,265.0,265.6,259.12,260.43,56874820,-0.77
2021-02-22,254.21,256.17,236.73,238.17,111809256,-8.55
2021-02-23,220.71,237.87,206.33,232.95,199820848,-2.19
2021-02-24,237.28,248.33,231.39,247.34,110300960,6.18
2021-02-25,242.05,245.74,223.53,227.41,117071680,-8.06
2021-02-26,233.33,235.57,219.84,225.17,123267640,-0.99
2021-03-01,230.04,239.67,228.35,239.48,81408800,6.36
2021-03-02,239.43,240.37,228.33,228.81,71196544,-4.46
2021-03-03,229.33,233.57,217.23,217.73,90623968,-4.84
2021-03-04,218.6,222.82,200.0,207.15,197758432,-4.86
2021-03-05,208.69,209.28,179.83,199.32,268189648,-3.78
2021-03-08,200.18,206.71,186.26,187.67,155361024,-5.84
2021-03-09,202.73,226.03,198.4,224.53,202570192,19.64
2021-03-10,233.43,239.28,218.35,222.69,181817200,-0.82
2021-03-11,233.13,234.17,225.73,233.2,108761784,4.72
2021-03-12,223.33,231.63,222.05,231.24,100751624,-0.84
2021-03-15,231.36,237.73,228.01,235.98,88270528,2.05
2021-03-16,234.45,235.97,223.67,225.63,96587112,-4.39
2021-03-17,218.96,234.58,217.0,233.94,121117480,3.68
2021-03-18,228.1,229.74,217.33,217.72,100107168,-6.93
2021-03-19,215.53,219.08,208.21,218.29,128682064,0.26
2021-03-22,228.2,233.21,222.92,223.33,118536784,2.31
2021-03-23,225.26,225.93,219.17,220.72,91475704,-1.17
2021-03-24,222.64,222.67,210.04,210.09,101385624,-4.82
2021-03-25,204.33,215.17,203.17,213.46,117674664,1.6
2021-03-26,213.96,214.61,199.96,206.24,101558584,-3.38
2021-03-29,205.21,205.49,198.67,203.76,85911040,-1.2
2021-03-30,200.58,212.55,197.0,211.87,118297192,3.98
2021-03-31,215.54,224.0,213.7,222.64,100011968,5.08
2021-04-01,229.46,230.81,219.81,220.58,105895240,-0.93
2021-04-05,235.9,236.05,228.23,230.35,125528424,4.43
2021-04-06,230.1,232.18,227.12,230.54,84815600,0.08
2021-04-07,229.0,230.46,222.61,223.66,78928376,-2.98
2021-04-08,225.79,229.85,223.88,227.93,71773056,1.91
2021-04-09,225.92,226.99,223.14,225.67,64311324,-0.99
2021-04-12,228.57,234.93,227.36,233.99,87407096,3.69
2021-04-13,237.57,254.33,236.89,254.11,133958560,8.6
2021-04-14,256.9,260.26,242.68,244.08,147052448,-3.95
2021-04-15,247.7,247.9,240.44,246.28,83546784,0.9
2021-04-16,242.88,249.8,241.53,246.59,83938664,0.13
2021-04-19,239.87,241.8,230.6,238.21,119058800,-3.4
2021-04-20,239.14,245.75,236.89,239.66,106827224,0.61
2021-04-21,234.92,248.28,232.67,248.04,93646632,3.5
2021-04-22,247.17,251.26,239.35,239.9,106770872,-3.28
2021-04-23,239.93,245.79,238.49,243.13,85241752,1.35
2021-04-26,247.0,249.77,244.2,246.07,93115600,1.21
2021-04-27,239.32,241.33,234.45,234.91,88311072,-4.54
2021-04-28,232.14,236.17,231.2,231.47,66813208,-1.46
2021-04-29,233.17,234.08,222.83,225.67,86536432,-2.51
2021-04-30,222.53,238.49,222.05,236.48,122276288,4.79
2021-05-03,234.6,235.33,226.83,228.3,81129512,-3.46
2021-05-04,226.31,227.82,219.23,224.53,89218048,-1.65
2021-05-05,227.02,228.43,222.45,223.65,65705748,-0.39
2021-05-06,226.92,227.01,216.67,221.18,83353944,-1.1
2021-05-07,221.93,230.0,220.07,224.12,70407584,1.33
2021-05-10,221.63,221.68,209.2,209.68,94177344,-6.44
2021-05-11,199.75,209.03,198.53,205.73,139511824,-1.88
2021-05-12,200.83,206.8,195.59,196.63,101471040,-4.42
2021-05-13,200.51,202.15,186.55,190.56,132554880,-3.09
2021-05-14,194.47,197.62,190.15,196.58,100112672,3.16
2021-05-17,191.85,196.58,187.07,192.28,97171176,-2.19
2021-05-18,189.33,198.75,187.79,192.62,110491808,0.18
2021-05-19,184.18,188.74,182.33,187.82,118735304,-2.49
2021-05-20,191.67,196.28,190.36,195.59,92463448,4.14
2021-05-21,198.7,198.89,193.33,193.63,78091864,-1.0
2021-05-24,193.87,204.83,191.22,202.15,103674368,4.4
2021-05-25,202.44,204.66,198.57,201.56,84017880,-0.29
2021-05-26,202.52,208.72,200.5,206.38,85918000,2.39
2021-05-27,206.75,210.38,205.4,210.28,79111856,1.89
2021-05-28,209.5,211.86,207.46,208.41,68211184,-0.89
2021-06-01,209.27,211.27,206.85,207.97,54254724,-0.21
2021-06-02,206.71,207.79,199.71,201.71,69908408,-3.01
2021-06-03,200.6,201.52,190.41,190.95,90335768,-5.33
2021-06-04,193.24,200.2,192.4,199.68,72110760,4.57
2021-06-07,197.27,203.33,194.29,201.71,67631112,1.02
2021-06-08,207.67,207.7,198.5,201.2,78160296,-0.25
2021-06-09,200.72,203.93,199.21,199.59,49753748,-0.8
2021-06-10,201.29,205.53,200.17,203.37,71758888,1.89
2021-06-11,203.41,204.19,200.51,203.3,48615956,-0.03
2021-06-14,204.08,208.5,203.06,205.9,61272012,1.28
2021-06-15,205.56,205.6,199.41,199.79,53292488,-2.97
2021-06-16,199.18,202.83,197.83,201.62,66432448,0.92
2021-06-17,200.63,207.16,200.45,205.53,68104120,1.94
2021-06-18,204.46,209.45,203.93,207.77,73682792,1.09
2021-06-21,208.16,210.46,202.96,206.94,74438296,-0.4
2021-06-22,206.08,209.52,205.17,207.9,57476732,0.46
2021-06-23,210.67,219.07,210.01,218.86,93297776,5.27
2021-06-24,225.0,232.54,222.54,226.61,137947296,3.54
2021-06-25,229.86,231.27,222.9,223.96,97490216,-1.17
2021-06-28,223.88,231.57,223.44,229.57,64884540,2.5
2021-06-29,228.22,229.17,225.3,226.92,52143992,-1.15
2021-06-30,226.59,230.94,226.05,226.57,56774644,-0.15
2021-07-01,227.97,229.33,224.27,225.97,55903620,-0.26
2021-07-02,226.33,233.33,224.42,226.3,81292200,0.15
2021-07-06,227.24,228.0,217.13,219.86,69853416,-2.85
2021-07-07,221.42,221.9,212.77,214.88,56375936,-2.27
2021-07-08,209.46,218.14,206.82,217.6,68320016,1.27
2021-07-09,217.73,219.64,214.9,218.98,54421700,0.63
2021-07-12,220.73,229.08,220.72,228.57,77781200,4.38
2021-07-13,228.77,231.09,222.1,222.85,62898340,-2.5
2021-07-14,223.58,226.2,217.61,217.79,64923636,-2.27
2021-07-15,219.46,222.05,212.63,216.87,60628772,-0.42
2021-07-16,218.23,218.9,214.07,214.74,49112960,-0.98
2021-07-19,209.96,215.73,207.1,215.41,63891332,0.31
2021-07-20,217.33,220.8,213.5,220.17,46461428,2.21
2021-07-21,219.87,221.62,216.76,218.43,41860056,-0.79
2021-07-22,218.81,220.72,214.87,216.42,45317228,-0.92
2021-07-23,215.45,216.27,212.43,214.46,43814876,-0.91
2021-07-26,216.99,222.73,215.7,219.21,76009744,2.21
2021-07-27,221.13,222.17,209.08,214.93,98439968,-1.95
2021-07-28,215.66,218.32,213.13,215.66,48019836,0.34
2021-07-29,216.6,227.9,216.27,225.78,91184000,4.69
2021-07-30,223.92,232.51,223.0,229.07,88969320,1.46
2021-08-02,233.33,242.31,232.8,236.56,100847392,3.27
2021-08-03,239.67,240.88,233.67,236.58,64860824,0.01
2021-08-04,237.0,241.63,236.31,236.97,51007992,0.16
2021-08-05,238.67,240.32,237.14,238.21,38758948,0.52
2021-08-06,237.3,238.78,232.54,233.03,46869192,-2.17
2021-08-09,236.72,239.68,235.04,237.92,44146092,2.1
2021-08-10,238.0,238.86,233.96,236.66,40296956,-0.53
2021-08-11,237.57,238.39,234.74,235.94,29401704,-0.3
2021-08-12,235.45,240.93,233.13,240.75,53045112,2.04
2021-08-13,241.24,243.3,238.11,239.06,50194452,-0.7
2021-08-16,235.02,236.5,225.47,228.72,69309976,-4.33
2021-08-17,224.22,224.86,216.28,221.9,71163912,-2.98
2021-08-18,223.25,231.92,223.12,229.66,61048188,3.5
2021-08-19,226.07,228.85,222.53,224.49,42940500,-2.25
2021-08-20,227.62,230.71,224.57,226.75,44525640,1.01
2021-08-23,228.48,237.38,226.92,235.43,60794636,3.83
2021-08-24,236.89,238.41,234.21,236.16,39249252,0.31
2021-08-25,235.68,238.99,234.67,237.07,37936724,0.39
2021-08-26,236.1,238.47,232.54,233.72,39642916,-1.41
2021-08-27,235.0,238.33,234.03,237.31,41501332,1.54
2021-08-30,238.24,243.67,237.58,243.64,55812716,2.67
2021-08-31,244.33,246.8,242.15,245.24,62566372,0.66
2021-09-01,244.69,247.33,243.76,244.7,39613044,-0.22
2021-09-02,244.83,246.99,243.51,244.13,38390256,-0.23
2021-09-03,244.08,244.67,241.4,244.52,45813180,0.16
2021-09-07,246.67,253.4,246.42,250.97,60119536,2.64
2021-09-08,253.86,254.82,246.92,251.29,56379164,0.13
2021-09-09,251.14,254.03,250.54,251.62,42233236,0.13
2021-09-10,253.2,254.2,244.84,245.42,45552556,-2.46
2021-09-13,246.74,248.26,236.28,247.67,68857512,0.92
2021-09-14,247.52,251.49,245.47,248.16,55574700,0.2
2021-09-15,248.33,252.29,246.12,251.94,46073100,1.52
2021-09-16,250.94,252.97,249.2,252.33,41770220,0.15
2021-09-17,252.38,253.68,250.0,253.16,84612616,0.33
2021-09-20,244.85,247.33,239.54,243.39,74273032,-3.86
2021-09-21,244.93,248.25,243.48,246.46,48992216,1.26
2021-09-22,247.84,251.22,246.37,250.65,45378860,1.7
2021-09-23,251.67,252.73,249.31,251.21,35842616,0.22
2021-09-24,248.63,258.27,248.19,258.13,64119132,2.75
2021-09-27,257.71,266.33,256.44,263.79,84212056,2.19
2021-09-28,262.4,265.21,255.39,259.19,76144344,-1.74
2021-09-29,259.93,264.5,256.89,260.44,62828692,0.48
2021-09-30,260.33,263.04,258.33,258.49,53867936,-0.75
2021-10-01,259.47,260.26,254.53,258.41,51094292,-0.03
2021-10-04,265.5,268.99,258.71,260.51,91450112,0.81
